pid70typeoriginalQ-shortRandQ	0		chq What is a good steroid eye drop? echq faq What is the dose of Sporanox? efaq
pid71typeoriginalQ-shortQ	1		chq What should I do with this patient whose biopsy report shows carcinoma in situ of the vulva? echq faq What to do with this patient, biopsy shows carcinoma in situ of the vulva? efaq
pid72typeoriginalQ-shortRandQ	0		chq What should I do with this patient whose biopsy report shows carcinoma in situ of the vulva? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid73typeoriginalQ-shortQ	1		chq What is the dose of Neurontin? echq faq What is the dose of Neurontin? efaq
pid74typeoriginalQ-shortRandQ	0		chq What is the dose of Neurontin? echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid75typeoriginalQ-shortQ	1		chq Had shortness of breath which is unusual for her. Doctor wishes she had access to a list of things that might cause shortness of breath in a normally healthy 28-year-old. Concerned about pulmonary embolism. echq faq Why is this otherwise healthy 28-year-old woman short of breath? efaq
pid76typeoriginalQ-shortRandQ	0		chq Had shortness of breath which is unusual for her. Doctor wishes she had access to a list of things that might cause shortness of breath in a normally healthy 28-year-old. Concerned about pulmonary embolism. echq faq Let's give these immunizations. That's right isn't it? efaq
pid77typeoriginalQ-shortQ	1		chq Doctor would like a better way to introduce the subject of sexually transmitted disease -- open rather than closed question -- to get the information she needs. Now she asks "Are you careful about protecting yourself against sexually transmitted diseases?" Her question is whether there is a better way to ask this. echq faq Is there a better way to introduce the subject of sexually transmitted disease? efaq
pid78typeoriginalQ-shortRandQ	0		chq Doctor would like a better way to introduce the subject of sexually transmitted disease -- open rather than closed question -- to get the information she needs. Now she asks "Are you careful about protecting yourself against sexually transmitted diseases?" Her question is whether there is a better way to ask this. echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid79typeoriginalQ-shortQ	1		chq Are there better materials on natural family planning than what I have? echq faq Are there better patient education materials on natural family planning than what I have? efaq
pid80typeoriginalQ-shortRandQ	0		chq Are there better materials on natural family planning than what I have? echq faq Diabetic on insulin. Will new medications (Glucophage, acarbose) allow him to get off? efaq
pid81typeoriginalQ-shortQ	1		chq Can testes not being in the scrotum come from just being tense? echq faq Can testes not being in the scrotum come from just being tense? efaq
pid82typeoriginalQ-shortQ	1		chq Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram? echq faq Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram? efaq
pid83typeoriginalQ-shortRandQ	0		chq Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram? echq faq What is the cause and treatment of this old man's stomatitis? efaq
pid84typeoriginalQ-shortQ	1		chq Patient is reluctant to take medications so I have been treating with smaller doses than I would with some other patients. How do I control her hypertension and still get her cooperation? echq faq Patient reluctant to take medication. How to control hypertension and still get her cooperation? efaq
pid85typeoriginalQ-shortRandQ	0		chq Patient is reluctant to take medications so I have been treating with smaller doses than I would with some other patients. How do I control her hypertension and still get her cooperation? echq faq Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) efaq
pid86typeoriginalQ-shortQ	1		chq He has had several ear infections and doesn't get over them completely -- (about 1 month duration). Is there a particular organism I should be after? Should I use another antibiotic than I use for an older child? echq faq Several ear infections, doesn't get over them completely. Which antibiotic now? efaq
pid87typeoriginalQ-shortRandQ	0		chq He has had several ear infections and doesn't get over them completely -- (about 1 month duration). Is there a particular organism I should be after? Should I use another antibiotic than I use for an older child? echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid88typeoriginalQ-shortQ	1		chq At age 4 has had two simple bladder infections with no upper symptoms. Question is should I just treat or do more evaluation of the cause? echq faq Age 4 years, has had 2 bladder infections, just treat or workup for cause? efaq
pid89typeoriginalQ-shortRandQ	0		chq At age 4 has had two simple bladder infections with no upper symptoms. Question is should I just treat or do more evaluation of the cause? echq faq Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it. efaq
pid90typeoriginalQ-shortQ	1		chq Doctor X thinks he is probably just a normal 18 month old but would like to know if there are a certain number of respiratory infections that are considered normal for that age. echq faq Probably a normal 18 month old but how many respiratory infections are normal? efaq
pid91typeoriginalQ-shortRandQ	0		chq Doctor X thinks he is probably just a normal 18 month old but would like to know if there are a certain number of respiratory infections that are considered normal for that age. echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid92typeoriginalQ-shortQ	1		chq Can Staphylococcus or Haemophilus influenza septicemia give the same clinical picture as streptococcal septicemia (fever, rash, joint pain, vomiting). echq faq Can Staphylococcus or Haemophilus influenza sepsis give same clinical picture as streptococcal septicemia? efaq
pid93typeoriginalQ-shortRandQ	0		chq Can Staphylococcus or Haemophilus influenza septicemia give the same clinical picture as streptococcal septicemia (fever, rash, joint pain, vomiting). echq faq Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? efaq
pid94typeoriginalQ-shortQ	1		chq What is the cause of this woman's long term head shaking (tremor)? echq faq What is the cause of this woman's long term head shaking (tremor)? efaq
pid95typeoriginalQ-shortRandQ	0		chq What is the cause of this woman's long term head shaking (tremor)? echq faq What is the cause of this woman's long term head shaking (tremor)? efaq
pid96typeoriginalQ-shortQ	1		chq What do you do with a lead level of 10 in an 11 month old which is borderline high? What is the management besides getting them out of the spot? echq faq What do you do with a lead level of 10 in an 11 month old? efaq
pid97typeoriginalQ-shortRandQ	0		chq What do you do with a lead level of 10 in an 11 month old which is borderline high? What is the management besides getting them out of the spot? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid98typeoriginalQ-shortQ	1		chq I don't know what antibiotics he can't take because he's on a nevirapine study (nonnucleoside protease inhibitor) (Viramune). echq faq What antibiotics can he take because he's on a nevirapine study? efaq
pid99typeoriginalQ-shortRandQ	0		chq I don't know what antibiotics he can't take because he's on a nevirapine study (nonnucleoside protease inhibitor) (Viramune). echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid100typeoriginalQ-shortQ	1		chq What is Endolimax nana and should you treat it? echq faq Patient with diarrhea. What is Endolimax nana (on stool sample) and should you treat it? efaq
pid101typeoriginalQ-shortRandQ	0		chq What is Endolimax nana and should you treat it? echq faq What are the indications for getting a digoxin level? efaq
pid102typeoriginalQ-shortQ	1		chq 50-year-old man with Paget's disease. Should I treat medically? echq faq 50-year-old man with Paget's disease. Should I treat medically? efaq
pid103typeoriginalQ-shortQ	1		chq A diabetic on insulin. Will these new medications (Glucophage, acarbose) allow me to get off insulin? Physician did not know answer. echq faq Diabetic on insulin. Will new medications (Glucophage, acarbose) allow him to get off? efaq
pid104typeoriginalQ-shortRandQ	0		chq A diabetic on insulin. Will these new medications (Glucophage, acarbose) allow me to get off insulin? Physician did not know answer. echq faq Let's give these immunizations. That's right isn't it? efaq
pid105typeoriginalQ-shortQ	1		chq A hospital nurse who never had chicken pox, negative titers, and frequently had to miss work, two years ago. I don't know if there are any recommendations about giving chicken pox vaccine to susceptible health care workers. echq faq Hospital nurse never had chicken pox, negative titers, should I give vaccine? efaq
pid106typeoriginalQ-shortRandQ	0		chq A hospital nurse who never had chicken pox, negative titers, and frequently had to miss work, two years ago. I don't know if there are any recommendations about giving chicken pox vaccine to susceptible health care workers. echq faq What is the cause and treatment of this old man's stomatitis? efaq
pid107typeoriginalQ-shortQ	1		chq What do we do with mammogram, cholesterol, and pap smear screening in women over 70? What is a good source that is both scientific and yet has common sense about what is cost effective and what Medicare will pay for? echq faq What do we do with mammogram, cholesterol, and Papanicolaou smears in women over 70? efaq
pid108typeoriginalQ-shortRandQ	0		chq What do we do with mammogram, cholesterol, and pap smear screening in women over 70? What is a good source that is both scientific and yet has common sense about what is cost effective and what Medicare will pay for? echq faq Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist? efaq
pid109typeoriginalQ-shortQ	1		chq How old should a child be before they can switch from whole milk to 2% milk? echq faq How old should a child be before they can switch from whole milk to 2% milk? efaq
pid110typeoriginalQ-shortRandQ	0		chq How old should a child be before they can switch from whole milk to 2% milk? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid111typeoriginalQ-shortQ	1		chq Is it ever recommended these days in a young man with recurrent peptic ulcer disease to have a vagotomy? Will his health maintenance organization pay for it? echq faq Young man with recurrent peptic ulcer disease; do vagotomy? Will health maintenance organization pay? efaq
pid112typeoriginalQ-shortRandQ	0		chq Is it ever recommended these days in a young man with recurrent peptic ulcer disease to have a vagotomy? Will his health maintenance organization pay for it? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid113typeoriginalQ-shortQ	1		chq Is there any support group in this town for this patient who is going blind from macular degeneration? echq faq Is there a support group here for this patient going blind from macular degeneration? efaq
pid114typeoriginalQ-shortQ	1		chq It's just the age old question, "How do you convince someone they are depressed when they don't want to accept it?" echq faq How to convince someone they are depressed when they don't want to accept it? efaq
pid115typeoriginalQ-shortRandQ	0		chq It's just the age old question, "How do you convince someone they are depressed when they don't want to accept it?" echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid116typeoriginalQ-shortQ	1		chq Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? She had it one year ago from an intrauterine device. echq faq Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? efaq
pid117typeoriginalQ-shortRandQ	0		chq Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? She had it one year ago from an intrauterine device. echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid118typeoriginalQ-shortQ	1		chq Could this patient with pelvic inflammatory disease and generalized abdominal pain have Fitz-Hugh-Curtis syndrome? echq faq Patient with pelvic inflammatory disease and generalized abdominal pain, is it Fitz-Hugh-Curtis syndrome? efaq
pid119typeoriginalQ-shortRandQ	0		chq Could this patient with pelvic inflammatory disease and generalized abdominal pain have Fitz-Hugh-Curtis syndrome? echq faq Is melatonin good for anything? What is the dose? efaq
pid120typeoriginalQ-shortQ	1		chq What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted? echq faq What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted? efaq
pid121typeoriginalQ-shortRandQ	0		chq What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid122typeoriginalQ-shortQ	1		chq What should you do with someone who is not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs have not worked? echq faq Patient not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs; what to do? efaq
pid123typeoriginalQ-shortRandQ	0		chq What should you do with someone who is not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs have not worked? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid124typeoriginalQ-shortQ	1		chq Two months ago I saw a patient and all her aunts (5 or 6 of them) had ovarian cancer. The question is, is there a study going on someplace I should refer her to? echq faq Patient, all her aunts (5 or 6) had ovarian cancer. Is there a study to refer her to? efaq
pid125typeoriginalQ-shortRandQ	0		chq Two months ago I saw a patient and all her aunts (5 or 6 of them) had ovarian cancer. The question is, is there a study going on someplace I should refer her to? echq faq What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03) efaq
pid126typeoriginalQ-shortQ	1		chq Is there a review or an answer to whether patients with osteoporosis should get bone densitometry, because now we have Fosamax? echq faq Should patients with osteoporosis get bone densitometry, because now we have Fosamax? efaq
pid127typeoriginalQ-shortRandQ	0		chq Is there a review or an answer to whether patients with osteoporosis should get bone densitometry, because now we have Fosamax? echq faq Is melatonin good for anything? What is the dose? efaq
pid128typeoriginalQ-shortQ	1		chq What are the various strengths of Synthroid and what is appropriate for this patient? echq faq What are the strengths of Synthroid and what is appropriate for this patient? efaq
pid129typeoriginalQ-shortRandQ	0		chq What are the various strengths of Synthroid and what is appropriate for this patient? echq faq Let's give these immunizations. That's right isn't it? efaq
pid130typeoriginalQ-shortQ	1		chq What are the long-term options for treatment of hemorrhagic gastritis beyond H-2 blockers and antacids? echq faq What are long-term options for hemorrhagic gastritis beyond H2 blockers? efaq
pid131typeoriginalQ-shortRandQ	0		chq What are the long-term options for treatment of hemorrhagic gastritis beyond H-2 blockers and antacids? echq faq Why did she get Coccidiomycosis? efaq
pid132typeoriginalQ-shortQ	1		chq What are the side effects of Florinef? Could it cause headaches? echq faq What are the side effects of Florinef? Could it cause headaches? efaq
pid133typeoriginalQ-shortRandQ	0		chq What are the side effects of Florinef? Could it cause headaches? echq faq What are the indications for getting a digoxin level? efaq
pid134typeoriginalQ-shortQ	1		chq In this patient with back pain, how do you make a diagnosis of arachnoiditis and how do you treat it? echq faq Patient with back pain, how to diagnose arachnoiditis and how to treat it? efaq
pid135typeoriginalQ-shortRandQ	0		chq In this patient with back pain, how do you make a diagnosis of arachnoiditis and how do you treat it? echq faq Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? efaq
pid136typeoriginalQ-shortQ	1		chq Is Aeromonas caviae pathogenic? echq faq Is Aeromonas caviae pathogenic? efaq
pid137typeoriginalQ-shortQ	1		chq What is the bulletin for patients with Crohn's disease and how do you get a patient on the mailing list for this? echq faq What is the bulletin for patients with Crohn's and how to get them on mailing list? efaq
pid138typeoriginalQ-shortQ	1		chq Is there more support we can provide to patients with macular degeneration? echq faq Is there more support we can provide patients with macular degeneration? efaq
pid139typeoriginalQ-shortQ	1		chq Will the fumes created by taking off a basal cell carcinoma with cautery affect the physician taking it off? echq faq Will fumes created by taking off a basal cell carcinoma with cautery affect the physician? efaq
pid140typeoriginalQ-shortRandQ	0		chq Will the fumes created by taking off a basal cell carcinoma with cautery affect the physician taking it off? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid141typeoriginalQ-shortQ	1		chq This patient complains that normal sounds sound too loud. What should I do about that? echq faq Patient complains that normal sounds sound too loud. What should I do about that? efaq
pid142typeoriginalQ-shortQ	1		chq This patient has a history of irregular heart beat, bigeminy and trigeminy. He's having a few brief runs occasionally now. On Quinidine in the past. Should I treat these? echq faq Patient with bigeminy and trigeminy. Should I treat these? efaq
pid143typeoriginalQ-shortRandQ	0		chq This patient has a history of irregular heart beat, bigeminy and trigeminy. He's having a few brief runs occasionally now. On Quinidine in the past. Should I treat these? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid144typeoriginalQ-shortQ	1		chq In a patient with a history of rheumatic fever, do you need to use subacute bacterial endocarditis prophylaxis for pilonidal cyst excision? echq faq Patient with history of rheumatic fever, need subacute bacterial endocarditis prophylaxis for pilonidal cyst excision? efaq
pid145typeoriginalQ-shortRandQ	0		chq In a patient with a history of rheumatic fever, do you need to use subacute bacterial endocarditis prophylaxis for pilonidal cyst excision? echq faq Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? efaq
pid146typeoriginalQ-shortQ	1		chq After starting treatment for a step throat, how long does the patient need to stay out of work or school? echq faq After starting treatment for streptococcal sore throat, how long to stay out of work or school? efaq
pid147typeoriginalQ-shortRandQ	0		chq After starting treatment for a step throat, how long does the patient need to stay out of work or school? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid148typeoriginalQ-shortQ	1		chq How long should you keep a patient with conjunctivitis out of school? echq faq How long should you keep a patient with conjunctivitis out of school? efaq
pid149typeoriginalQ-shortRandQ	0		chq How long should you keep a patient with conjunctivitis out of school? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid150typeoriginalQ-shortQ	1		chq How long should you wait after giving the digoxin dose before you get a digoxin level? echq faq How long after giving the digoxin dose before you get a digoxin level? efaq
pid151typeoriginalQ-shortRandQ	0		chq How long should you wait after giving the digoxin dose before you get a digoxin level? echq faq What is the cause and treatment of this old man's stomatitis? efaq
pid152typeoriginalQ-shortQ	1		chq Doctor X's question asked of Doctor Y. This hospitalized patient with bilateral pleural effusions of unknown etiology now has confusion and a pCO2 of 50. Is that pCO2 high enough to cause confusion? (pO2 = 74) echq faq Patient with pleural effusions, confusion, pCO2 50. Could that pCO2 explain confusion? efaq
